0.01667	0.00000	0.00000
0.03333	0.00000	0.00000
0.05000	0.00000	0.00000
0.06667	0.00000	0.00000
0.08333	0.00000	0.00000
0.10000	0.00000	0.00000
0.11667	0.00000	0.00000
0.13333	0.00000	0.00000
0.15000	0.00000	0.00000
0.16667	0.00000	0.00000
0.18333	0.00000	0.00000
0.20000	0.00000	0.00000
0.21667	0.00000	0.00000
0.23333	0.00000	0.00000
0.25000	0.00000	0.00000
0.26667	0.00000	0.00000
0.28333	0.00000	0.00000
0.30000	0.00000	0.00000
0.31667	0.00000	0.00000
0.33333	0.00000	0.00000
0.35000	0.00000	0.00000
0.36667	0.00000	0.00000
0.38333	0.01350	0.01350
0.40000	0.05380	0.05380
0.41667	0.26990	0.26990
0.43333	0.73020	0.73020
0.45000	1.73480	1.73480
0.46667	3.44750	3.44750
0.48333	5.35110	5.35110
0.50000	7.61670	7.61670
0.51667	10.48700	10.48700
0.53333	13.06900	13.06900
0.55000	15.97000	15.97000
0.56667	18.78500	18.78500
0.58333	21.82500	21.82500
0.60000	24.80800	24.80800
0.61667	27.80300	27.80300
0.63333	30.61900	30.61900
0.65000	35.00700	35.00700
0.66667	41.12000	41.12000
0.68333	48.16700	48.16700
0.70000	54.53400	54.53400
0.71667	60.41000	60.41000
0.73333	65.71800	65.71800
0.75000	70.70000	70.70000
0.76667	75.71700	75.71700
0.78333	80.58100	80.58100
0.80000	85.45400	85.45400
0.81667	90.55200	90.55200
0.83333	95.86800	95.86800
0.85000	101.28000	101.28000
0.86667	107.09000	107.09000
0.88333	113.30000	113.30000
0.90000	120.15000	120.15000
0.91667	127.63000	127.63000
0.93333	136.24000	136.24000
0.95000	145.83000	145.83000
0.96667	157.81000	147.66400
0.98333	172.33000	147.66400
1.00000	192.07000	147.66400
1.01667	242.64000	147.66400
1.03333	346.60000	147.66400
1.05000	462.08000	147.66400
1.06667	590.44000	147.66400
1.08333	668.70000	147.66400
1.10000	680.52000	147.66400
1.11667	667.07000	147.66400
1.13333	627.10000	147.66400
1.15000	572.54000	147.66400
1.16667	515.55000	147.66400
1.18333	472.05000	147.66400
1.20000	424.48000	147.66400
1.21667	384.09000	147.66400
1.23333	352.37000	147.66400
1.25000	328.91000	147.66400
1.26667	304.17000	147.66400
1.28333	282.64000	147.66400
