0.016667        	0.0000          
0.033333        	0.0000          
0.050000        	0.0000          
0.066667        	0.0000          
0.083333        	0.0000          
0.100000        	0.0000          
0.116667        	0.0000          
0.133333        	0.0000          
0.150000        	0.0000          
0.166667        	0.0000          
0.183333        	0.0000          
0.200000        	0.0000          
0.216667        	0.0000          
0.233333        	0.0000          
0.250000        	0.0000          
0.266667        	0.0000          
0.283333        	0.0000          
0.300000        	0.0000          
0.316667        	0.0000          
0.333333        	0.0000          
0.350000        	0.0000          
0.366667        	0.0000          
0.383333        	0.0046          
0.400000        	0.0292          
0.416667        	0.0976          
0.433333        	0.2308          
0.450000        	0.4518          
0.466667        	0.7814          
0.483333        	1.2361          
0.500000        	1.8257          
0.516667        	2.5607          
0.533333        	3.4412          
0.550000        	4.4692          
0.566667        	5.6439          
0.583333        	6.9647          
0.600000        	8.4323          
0.616667        	10.0373         
0.633333        	11.7874         
0.650000        	13.7654         
0.666667        	16.0822         
0.683333        	18.7444         
0.700000        	21.6998         
0.716667        	24.9002         
0.733333        	28.3059         
0.750000        	31.8942         
0.766667        	35.6518         
0.783333        	39.5599         
0.800000        	43.6128         
0.816667        	47.7969         
0.833333        	52.0917         
0.850000        	56.4965         
0.866667        	61.0449         
0.883333        	65.7389         
0.900000        	70.6089         
0.916667        	75.6556         
0.933333        	80.9267         
0.950000        	86.5670         
0.966667        	92.7162         
0.983333        	99.4845         
1.000000        	107.1903        
1.016667        	117.0515        
1.033333        	132.5738        
1.050000        	154.1275        
1.066667        	181.9067        
1.083333        	214.6712        
1.100000        	247.7922        
1.116667        	279.4867        
1.133333        	305.3789        
1.150000        	327.3011        
1.166667        	347.7156        
1.183333        	365.5071        
1.200000        	380.8411        
1.216667        	392.9118        
1.233333        	403.3839        
1.250000        	413.5971        
1.266667        	422.5947        
1.283333        	429.8791        
1.300000        	436.2256        
1.316667        	441.7866        
1.333333        	445.9131        
1.350000        	449.3701        
1.366667        	452.2528        
1.383333        	455.1369        
1.400000        	457.4925        
1.416667        	459.4500        
1.433333        	460.7043        
1.450000        	461.7756        
1.466667        	462.5048        
1.483333        	463.1888        
1.500000        	463.4367        
1.516667        	463.4957        
1.533333        	463.1988        
1.550000        	462.8261        
1.566667        	462.2615        
1.583333        	461.5635        
1.600000        	460.6602        
1.616667        	459.5820        
1.633333        	458.3951        
1.650000        	457.0815        
1.666667        	455.6950        
1.683333        	454.1515        
1.700000        	452.5278        
1.716667        	450.7760        
1.733333        	448.9798        
1.750000        	447.0917        
1.766667        	445.1368        
1.783333        	443.0863        
1.800000        	440.9560        
1.816667        	438.8003        
1.833333        	436.5466        
1.850000        	434.3091        
1.866667        	431.9409        
1.883333        	429.5943        
1.900000        	427.1395        
1.916667        	424.6821        
1.933333        	422.1946        
1.950000        	419.6271        
1.966667        	417.0918        
1.983333        	414.4395        
2.000000        	411.8121        
2.016667        	409.1691        
2.033333        	406.2976        
2.050000        	403.2339        
2.066667        	400.1457        
2.083333        	396.9503        
2.100000        	393.4429        
2.116667        	389.7070        
2.133333        	386.0493        
2.150000        	382.3574        
2.166667        	378.4883        
2.183333        	374.3649        
2.200000        	370.2663        
2.216667        	366.2015        
2.233333        	362.0219        
2.250000        	357.7151        
2.266667        	353.3774        
2.283333        	349.1237        
2.300000        	344.8255        
2.316667        	340.4377        
2.333333        	336.0079        
2.350000        	331.6149        
2.366667        	327.2751        
2.383333        	322.8506        
2.400000        	318.4050        
2.416667        	313.8624        
2.433333        	309.1921        
2.450000        	304.5913        
2.466667        	299.9843        
2.483333        	295.3379        
2.500000        	290.7843        
2.516667        	286.2197        
2.533333        	281.6410        
2.550000        	277.1525        
2.566667        	272.6535        
2.583333        	268.1521        
2.600000        	263.7373        
2.616667        	259.3172        
2.633333        	254.8958        
2.650000        	250.5668        
2.666667        	246.2537        
2.683333        	241.9449        
2.700000        	237.7268        
2.716667        	233.5457        
2.733333        	229.3576        
2.750000        	225.2395        
2.766667        	221.1763        
2.783333        	217.1038        
2.800000        	213.0735        
2.816667        	209.1115        
2.833333        	205.1520        
2.850000        	201.1821        
2.866667        	197.1768        
2.883333        	193.2593        
2.900000        	189.4240        
2.916667        	185.5619        
2.933333        	181.7554        
2.950000        	178.0468        
2.966667        	174.3347        
2.983333        	170.6377        
3.000000        	167.0372        
3.016667        	163.4778        
3.033333        	159.9087        
3.050000        	156.3981        
3.066667        	152.9691        
3.083333        	149.5542        
3.100000        	146.1491        
3.116667        	142.7673        
3.133333        	139.3575        
3.150000        	135.9635        
3.166667        	132.6069        
3.183333        	129.2971        
3.200000        	126.0391        
3.216667        	122.8351        
3.233333        	119.6864        
3.250000        	116.5937        
3.266667        	113.5576        
3.283333        	110.5785        
3.300000        	107.6564        
3.316667        	104.7917        
3.333333        	101.9845        
3.350000        	99.2349         
3.366667        	96.5431         
3.383333        	93.9094         
3.400000        	91.3338         
3.416667        	88.8165         
3.433333        	86.3578         
3.450000        	83.9579         
3.466667        	81.6168         
3.483333        	79.3349         
3.500000        	77.1122         
3.516667        	74.9490         
3.533333        	72.9081         
3.550000        	70.9725         
3.566667        	69.1183         
3.583333        	67.3409         
3.600000        	65.6360         
3.616667        	63.9996         
3.633333        	62.4279         
3.650000        	60.9174         
3.666667        	59.4649         
3.683333        	58.0672         
3.700000        	56.7215         
3.716667        	55.4251         
3.733333        	54.1756         
3.750000        	52.9705         
3.766667        	51.8077         
3.783333        	50.6850         
3.800000        	49.6006         
3.816667        	48.5525         
3.833333        	47.5392         
3.850000        	46.5590         
3.866667        	45.6104         
3.883333        	44.6918         
3.900000        	43.8021         
3.916667        	42.9398         
3.933333        	42.1039         
3.950000        	41.2931         
3.966667        	40.5065         
3.983333        	39.7429         
4.000000        	39.0014         
4.016667        	38.2812         
4.033333        	37.5814         
4.050000        	36.9012         
4.066667        	36.2398         
4.083333        	35.5964         
4.100000        	34.9705         
4.116667        	34.3612         
4.133333        	33.7681         
4.150000        	33.1905         
4.166667        	32.6278         
4.183333        	32.0796         
4.200000        	31.5452         
4.216667        	31.0243         
4.233333        	30.5163         
4.250000        	30.0209         
4.266667        	29.5375         
4.283333        	29.0659         
4.300000        	28.6055         
4.316667        	28.1561         
4.333333        	27.7172         
4.350000        	27.2885         
4.366667        	26.8698         
4.383333        	26.4607         
4.400000        	26.0608         
4.416667        	25.6700         
4.433333        	25.2879         
4.450000        	24.9142         
4.466667        	24.5487         
4.483333        	24.1912         
4.500000        	23.8414         
4.516667        	23.4991         
4.533333        	23.1641         
4.550000        	22.8362         
4.566667        	22.5152         
4.583333        	22.2008         
4.600000        	21.8930         
4.616667        	21.5914         
4.633333        	21.2961         
4.650000        	21.0067         
4.666667        	20.7233         
4.683333        	20.4455         
4.700000        	20.1732         
4.716667        	19.9063         
4.733333        	19.6446         
4.750000        	19.3880         
4.766667        	19.1364         
4.783333        	18.8896         
4.800000        	18.6476         
4.816667        	18.4101         
4.833333        	18.1770         
4.850000        	17.9484         
4.866667        	17.7239         
4.883333        	17.5037         
4.900000        	17.2874         
4.916667        	17.0751         
4.933333        	16.8667         
4.950000        	16.6620         
4.966667        	16.4610         
4.983333        	16.2636         
5.000000        	16.0696         
5.016667        	15.8790         
5.033333        	15.6918         
5.050000        	15.5078         
5.066667        	15.3269         
5.083333        	15.1492         
5.100000        	14.9745         
5.116667        	14.8027         
5.133333        	14.6339         
5.150000        	14.4679         
5.166667        	14.3047         
5.183333        	14.1442         
5.200000        	13.9864         
5.216667        	13.8312         
5.233333        	13.6786         
5.250000        	13.5285         
5.266667        	13.3808         
5.283333        	13.2355         
5.300000        	13.0926         
5.316667        	12.9520         
5.333333        	12.8136         
5.350000        	12.6774         
5.366667        	12.5434         
5.383333        	12.4116         
5.400000        	12.2818         
5.416667        	12.1540         
5.433333        	12.0282         
5.450000        	11.9044         
5.466667        	11.7825         
5.483333        	11.6625         
5.500000        	11.5443         
5.516667        	11.4279         
5.533333        	11.3133         
5.550000        	11.2004         
5.566667        	11.0892         
5.583333        	10.9797         
5.600000        	10.8718         
5.616667        	10.7655         
5.633333        	10.6607         
5.650000        	10.5576         
5.666667        	10.4559         
5.683333        	10.3557         
5.700000        	10.2569         
5.716667        	10.1596         
5.733333        	10.0637         
5.750000        	9.9691          
5.766667        	9.8759          
5.783333        	9.7840          
5.800000        	9.6934          
5.816667        	9.6041          
5.833333        	9.5160          
5.850000        	9.4291          
5.866667        	9.3435          
5.883333        	9.2590          
5.900000        	9.1757          
5.916667        	9.0935          
5.933333        	9.0125          
5.950000        	8.9325          
5.966667        	8.8536          
5.983333        	8.7758          
6.000000        	8.6991          
6.016667        	8.6233          
6.033333        	8.5486          
6.050000        	8.4748          
6.066667        	8.4020          
6.083333        	8.3302          
6.100000        	8.2593          
6.116667        	8.1893          
6.133333        	8.1202          
6.150000        	8.0521          
6.166667        	7.9848          
6.183333        	7.9183          
6.200000        	7.8527          
6.216667        	7.7879          
6.233333        	7.7240          
6.250000        	7.6608          
6.266667        	7.5985          
6.283333        	7.5369          
6.300000        	7.4761          
6.316667        	7.4160          
6.333333        	7.3567          
6.350000        	7.2981          
6.366667        	7.2402          
6.383333        	7.1831          
6.400000        	7.1266          
6.416667        	7.0708          
6.433333        	7.0156          
6.450000        	6.9611          
6.466667        	6.9073          
6.483333        	6.8541          
6.500000        	6.8015          
6.516667        	6.7496          
6.533333        	6.6982          
6.550000        	6.6475          
