0.01667 	0        	0.00000
0.03333 	0        	0.00000
0.05000 	0        	0.00000
0.06667 	0        	0.00000
0.08333 	0        	0.00000
0.10000 	0        	0.00000
0.11667 	0        	0.00000
0.13333 	0        	0.00000
0.15000 	0        	0.00000
0.16667 	0        	0.00000
0.18333 	0        	0.00000
0.20000 	0        	0.00000
0.21667 	0        	0.00000
0.23333 	0        	0.00000
0.25000 	0        	0.00000
0.26667 	0        	0.00000
0.28333 	0        	0.00000
0.30000 	0        	0.00000
0.31667 	0        	0.00000
0.33333 	0        	0.00000
0.35000 	0        	0.00000
0.36667 	0        	0.00000
0.38333 	0.036    	0.03600
0.40000 	0.1575   	0.15750
0.41667 	0.4486   	0.44860
0.43333 	0.8462   	0.84620
0.45000 	1.2314   	1.23140
0.46667 	1.6324   	1.63240
0.48333 	2.0905   	2.09050
0.50000 	2.6722   	2.67220
0.51667 	3.6002   	3.60020
0.53333 	4.979    	4.97900
0.55000 	6.8971   	6.89710
0.56667 	8.9302   	8.93020
0.58333 	10.9592  	10.95920
0.60000 	12.7427  	12.74270
0.61667 	14.3628  	14.36280
0.63333 	15.7295  	15.72950
0.65000 	17.002   	17.00200
0.66667 	18.1433  	18.14330
0.68333 	19.2367  	19.23670
0.70000 	20.2911  	20.29110
0.71667 	21.3216  	21.32160
0.73333 	22.3147  	22.31470
0.75000 	23.2928  	23.29280
0.76667 	24.3035  	24.30350
0.78333 	25.3269  	25.32690
0.80000 	26.3714  	26.37140
0.81667 	27.4423  	27.44230
0.83333 	28.6047  	28.60470
0.85000 	29.8924  	29.89240
0.86667 	31.2719  	31.27190
0.88333 	32.8112  	32.81120
0.90000 	34.5178  	34.51780
0.91667 	36.4591  	36.45910
0.93333 	38.6959  	38.69590
0.95000 	41.4339  	41.43390
0.96667 	44.7077  	44.70770
0.98333 	49.0875  	49.08750
1.00000 	54.7473  	54.74730
1.01667 	71.466   	57.30200
1.03333 	100.5051 	57.30200
1.05000 	143.6957 	57.30200
1.06667 	195.8972 	57.30200
1.08333 	223.204  	57.30200
1.10000 	217.3585 	57.30200
1.11667 	189.8692 	57.30200
1.13333 	159.5193 	57.30200
1.15000 	134.2161 	57.30200
1.16667 	114.5332 	57.30200
1.18333 	99.2991  	57.30200
1.20000 	87.3795  	57.30200
1.21667 	77.8943  	57.30200
1.23333 	70.3338  	57.30200
1.25000 	63.9904  	57.30200
1.26667 	58.8258  	57.30200
1.28333 	54.3986  	54.39860
1.30000 	50.6907  	50.69070
1.31667 	47.5286  	47.52860
1.33333 	44.7221  	44.72210
1.35000 	42.2921  	42.29210
1.36667 	40.1714  	40.17140
1.38333 	38.2827  	38.28270
1.40000 	36.5972  	36.59720
1.41667 	35.0475  	35.04750
1.43333 	33.6728  	33.67280
1.45000 	32.4216  	32.42160
1.46667 	31.2804  	31.28040
1.48333 	30.2507  	30.25070
1.50000 	29.289   	29.28900
1.51667 	28.4179  	28.41790
1.53333 	27.609   	27.60900
1.55000 	26.8483  	26.84830
1.56667 	26.1339  	26.13390
1.58333 	25.4558  	25.45580
1.60000 	24.8364  	24.83640
1.61667 	24.2572  	24.25720
1.63333 	23.7101  	23.71010
1.65000 	23.1943  	23.19430
1.66667 	22.7112  	22.71120
1.68333 	22.2602  	22.26020
1.70000 	21.8232  	21.82320
1.71667 	21.4055  	21.40550
1.73333 	21.006   	21.00600
